First,Last,Action,Event ID,Event Name,Ticket Quantity,Ticket Type
Burger,King,Purchase,1,UTEP Football 1,6,VIP
Ximena,Apodaca,Purchase,42,UTEP Basketball 29,4,Bronze
Sam,Dominguez-Flores,Purchase,60,Karol G Live,6,Bronze
Sebastian,Marquez,Purchase,77,UTEP Symphony Spring Concert,2,Silver
Simba,King,Purchase,79,Gloria Trevi Live in El Paso,6,GA
Isai,Nino Morales,Purchase,92,UTEP Miners vs. SMU (Football),4,GA
Alondra,Tarango,Purchase,24,UTEP Basketball 11,4,Gold
Javier,Flores De La O,Purchase,31,UTEP Basketball 18,4,Bronze
Klay,Thompson,Purchase,109,UTEP Miners vs. New Mexico (Basketball),1,Gold
Javier,Flores De La O,Purchase,76,Lollapallooza,1,Bronze
Alan,Villamil Cabrera,Purchase,24,UTEP Basketball 11,3,Gold
Random,Name,Purchase,93,Miner Fest 2026,4,Bronze
Avery,Whittman,Purchase,50,UTEP Wind Symphony 6,2,Silver
Armando,Levario Alvarez,Purchase,112,Imagine Dragons Live,4,Bronze
Daniel,Montellano Pinon,Purchase,82,UTEP Miners vs. North Texas (Basketball),5,Gold
Oliver,Garcia Camarena,Purchase,41,UTEP Basketball 28,6,Bronze
Adrian,Sifuentes,Purchase,51,UTEP Wind Symphony 7,2,GA
Fernando,Guzman,Purchase,95,UTEP Miners vs. Louisiana Tech (Basketball),5,GA
Miranda,Macias,Purchase,100,UTEP Miner Cook-Off,3,Gold
Fatima,Ortiz,Purchase,42,UTEP Basketball 29,1,Bronze
Christina,Perez,Purchase,65,Coachella 1,6,VIP
Jason,Ortiz,Purchase,36,UTEP Basketball 23,3,Gold
Tenzin,Draduk,Purchase,6,UTEP Football 6,6,GA
Taco,Bell,Purchase,21,UTEP Basketball 8,6,Silver
Daniel,Mejia,Purchase,79,Gloria Trevi Live in El Paso,4,VIP
Chip,Disney,Purchase,8,UTEP Football 8,5,VIP
Frida,Pena,Purchase,66,Coachella 2,4,Bronze
Isaiah,Johnson,Purchase,46,UTEP Wind Symphony 2,5,GA
Russel,Westbrook,Purchase,24,UTEP Basketball 11,2,Gold
Carlos,Rappa,Purchase,59,Bad Bunny Live,4,Gold
Luis,Armado,Purchase,59,Bad Bunny Live,6,Gold
Jesus,Munoz,Purchase,40,UTEP Basketball 27,4,VIP
Urvi,Beltran,Purchase,99,Ed Sheeran Mathematics Tour,4,VIP
Peter,Pan,Purchase,53,UTEP Wind Symphony 9,4,GA
David,Bai,Purchase,84,Miner Choir Holiday Gala,2,VIP
Emmanuel,Barraza-Villa,Purchase,117,Metallica M72 World Tour,6,VIP
Jonathan,Gomez,Purchase,15,UTEP Basketball 2,2,Gold
Sebastian,Marquez,Purchase,15,UTEP Basketball 2,2,VIP
Cindy,Zhu,Purchase,118,UTEP Tech Expo,1,Silver
Henry,Ng,Purchase,70,UTEP Commencement 2,4,Bronze
Ximena,Apodaca,Purchase,55,UTEP Wind Symphony 11,2,Silver
Mulan,Disney,Purchase,58,Drake Live,5,GA
Hercules,Disney,Purchase,53,UTEP Wind Symphony 9,6,Silver
George,Lopez,Purchase,4,UTEP Football 4,4,VIP
Javier,Flores De La O,Purchase,94,Post Malone World Tour,6,Gold
Jafar,Aladdin,Purchase,95,UTEP Miners vs. Louisiana Tech (Basketball),3,GA
Zachary,Carrejo,Purchase,97,Grupo Frontera Tour 2026,5,Bronze
Lucas,Esquivel,Purchase,61,RBD Live,4,Silver
Cia,Martin,Purchase,46,UTEP Wind Symphony 2,3,VIP
Aurora,Disney,Purchase,69,UTEP Commencement 1,4,Silver
Maurizio,Gonzalez,Purchase,65,Coachella 1,4,GA
Sports,Fan,Purchase,118,UTEP Tech Expo,1,GA
Sebastian,Marquez,Purchase,26,UTEP Basketball 13,6,GA
David,Bai,Purchase,9,UTEP Football 9,3,Gold
Carlos,Marin,Purchase,23,UTEP Basketball 10,4,Bronze
Isabel,Quinones,Purchase,24,UTEP Basketball 11,2,VIP
Angel,Bautista,Purchase,39,UTEP Basketball 26,6,GA
Isabel,Quinones,Purchase,64,Justin Timberlake Live,4,Gold
Lebron,James,Purchase,119,UTEP Miners vs. UT Arlington (Basketball),1,VIP
First,Last,Purchase,20,UTEP Basketball 7,6,GA
Jesus,Munoz,Purchase,63,Shakira Live,6,Gold
Arturo,Flores,Purchase,64,Justin Timberlake Live,1,Silver
Ana,Rodriguez,Purchase,108,Miner Summer Bash,2,Gold
Captaiin,Hook,Purchase,110,Banda MS Tour 2026,2,Bronze
Klay,Thompson,Purchase,78,UTEP Miners vs. NMSU Aggies (Football),1,Gold
Javier,Flores De La O,Purchase,91,Bruno Mars 24K Magic Live,4,VIP
Adan,Zamorano,Purchase,17,UTEP Basketball 4,3,Gold
Burger,King,Purchase,3,UTEP Football 3,6,Silver
Isai,Nino Morales,Purchase,81,UTEP Jazz Ensemble Night,5,Silver
Jose,Ortiz Zarate,Purchase,74,ACL 2,6,Bronze
Alondra,Mariscal,Purchase,107,The Weeknd: After Hours Til Dawn Tour,3,Silver
Jason,Ortiz,Purchase,105,Miner Lights Winter Fest,2,Silver
Raphael,Romero,Purchase,74,ACL 2,4,Bronze
Sam,Dominguez-Flores,Purchase,93,Miner Fest 2026,3,VIP
Lucas,Esquivel,Purchase,81,UTEP Jazz Ensemble Night,6,Bronze
Adan,Zamorano,Purchase,103,Maná México Lindo Tour,6,Silver
Alejandro,Solano,Purchase,92,UTEP Miners vs. SMU (Football),6,VIP
Aladdin,Disney,Purchase,41,UTEP Basketball 28,6,GA
Dale,Disney,Purchase,28,UTEP Basketball 15,6,GA
Water,Bottle,Purchase,20,UTEP Basketball 7,5,Bronze
Daniel,Cardenas,Purchase,78,UTEP Miners vs. NMSU Aggies (Football),2,Bronze
Machine,Learning,Purchase,7,UTEP Football 7,4,Gold
Buzz,Lightyear,Purchase,78,UTEP Miners vs. NMSU Aggies (Football),3,Silver
Donald,Duck,Purchase,8,UTEP Football 8,2,Bronze
Daniel,Reyes,Purchase,56,UTEP Wind Symphony 12,2,Bronze
Aadvika,Pandey,Purchase,30,UTEP Basketball 17,4,Bronze
Pinocchio,Disney,Purchase,101,UTEP Miners vs. Western Kentucky (Basketball),1,GA
Dak,Prescot,Purchase,46,UTEP Wind Symphony 2,6,VIP
Miranda,Macias,Purchase,94,Post Malone World Tour,6,Gold
Evil,Queen,Purchase,52,UTEP Wind Symphony 8,5,Gold
David,Bai,Purchase,76,Lollapallooza,6,GA
Jason,Ortiz,Purchase,51,UTEP Wind Symphony 7,2,VIP
Alex,Marquez,Purchase,62,Olivia Rodrigo Live,2,Bronze
Arturo,Flores,Purchase,79,Gloria Trevi Live in El Paso,6,GA
Jasmine,Disney,Purchase,99,Ed Sheeran Mathematics Tour,3,Bronze
Isaiah,Johnson,Purchase,24,UTEP Basketball 11,4,Silver
Jasmine,Disney,Purchase,30,UTEP Basketball 17,6,VIP
Alejandro,Solano,Purchase,85,UTEP Miners vs. UTSA (Football),2,Silver
Deep,Learning,Purchase,52,UTEP Wind Symphony 8,2,VIP
Arturo,Flores,Purchase,11,UTEP Football 11,2,Gold
Caelyn,Campos,Purchase,71,UTEP Commencement 3,4,Gold
David,Bai,Purchase,67,ACL,6,Bronze
Matthieu,Enriquez,Purchase,36,UTEP Basketball 23,3,Bronze
Ana,Rodriguez,Purchase,19,UTEP Basketball 6,1,VIP
Arturo,Flores,Purchase,51,UTEP Wind Symphony 7,4,GA
Diego,Sanchez,Purchase,72,UTEP Commencement 3,4,GA
Sabina,Sosa,Purchase,114,Shakira World Tour 2026,5,VIP
Brenden,Ucol,Purchase,39,UTEP Basketball 26,3,VIP
Luis,Carreon,Purchase,91,Bruno Mars 24K Magic Live,3,Bronze
Alejandro,Solano,Purchase,116,UTEP Miners Women’s Soccer vs. NMSU,2,Silver
Chip,Disney,Purchase,112,Imagine Dragons Live,1,VIP
Elian,Pena Ramos,Purchase,98,UTEP Miners vs. FIU (Football),1,Gold
Zachary,Carrejo,Purchase,88,Coldplay: Viva La Vida Tour,5,VIP
Isabela,Gaytan,Purchase,53,UTEP Wind Symphony 9,4,Silver
Mulan,Disney,Purchase,53,UTEP Wind Symphony 9,5,Gold
Saul,Burns,Purchase,9,UTEP Football 9,4,VIP
Cinderella,Disney,Purchase,48,UTEP Wind Symphony 4,4,VIP
Tom,Holland,Purchase,28,UTEP Basketball 15,2,Gold
Kid,Rock,Purchase,83,UTEP Fiesta Latina,6,GA
Draymond,Green,Purchase,46,UTEP Wind Symphony 2,5,Gold
JohnMichael,Betancourt,Purchase,8,UTEP Football 8,2,Bronze
Ares,Salazar,Purchase,6,UTEP Football 6,6,GA
Goofy,Disney,Purchase,86,Los Ángeles Azules en Concierto,4,Bronze
Evil,Queen,Purchase,3,UTEP Football 3,6,Silver
Jasmine,Disney,Purchase,65,Coachella 1,1,Bronze
Alondra,Tarango,Purchase,60,Karol G Live,4,VIP
Sam,Alderete,Purchase,63,Shakira Live,6,VIP
Mufassa,Disney,Purchase,120,Miner Philharmonic Strings,4,Bronze
Klay,Thompson,Purchase,7,UTEP Football 7,2,Bronze
Jose,Ortiz Zarate,Purchase,16,UTEP Basketball 3,2,GA
Michael,Close,Purchase,26,UTEP Basketball 13,1,VIP
Dak,Prescot,Purchase,40,UTEP Basketball 27,3,Silver
Simba,King,Purchase,103,Maná México Lindo Tour,6,GA
Aladdin,Disney,Purchase,58,Drake Live,6,Gold
Javier,Flores De La O,Purchase,75,EDC,4,VIP
Isaiah,Johnson,Purchase,79,Gloria Trevi Live in El Paso,3,Silver
Jason,Durulo,Purchase,118,UTEP Tech Expo,2,Silver
George,Lopez,Purchase,111,UTEP Miner Farmers Market,5,VIP
Jose,Ortiz Zarate,Purchase,86,Los Ángeles Azules en Concierto,1,Silver
Emiliano,Garcia,Purchase,102,UTEP Spring Carnival,3,GA
Adan,Zamorano,Purchase,32,UTEP Basketball 19,6,Bronze
Juan,Reyes,Purchase,43,UTEP Basketball 30,2,Silver
Lucas,Esquivel,Purchase,113,UTEP Miners vs. UAB (Football),6,Silver
Donald,Duck,Purchase,81,UTEP Jazz Ensemble Night,2,Gold
Andrea,Villa,Purchase,85,UTEP Miners vs. UTSA (Football),5,Silver
Alejandro,Solano,Purchase,52,UTEP Wind Symphony 8,5,Bronze
Fernando,Vargas,Purchase,48,UTEP Wind Symphony 4,1,Bronze
Aurora,Disney,Purchase,52,UTEP Wind Symphony 8,5,GA
Chip,Disney,Purchase,105,Miner Lights Winter Fest,2,Bronze
Water,Bottle,Purchase,35,UTEP Basketball 22,5,Silver
Deep,Learning,Purchase,120,Miner Philharmonic Strings,3,Gold
Alireza,Nouri,Purchase,47,UTEP Wind Symphony 3,5,GA
Sam,Alderete,Purchase,23,UTEP Basketball 10,4,Gold
Oliver,Garcia Camarena,Purchase,29,UTEP Basketball 16,2,VIP
Jason,Durulo,Purchase,104,UTEP Miners vs. Liberty (Football),5,Bronze
Isabela,Gaytan,Purchase,70,UTEP Commencement 2,6,Gold
Michael,Close,Purchase,64,Justin Timberlake Live,5,VIP
Raphael,Romero,Purchase,43,UTEP Basketball 30,5,Gold
Maurizio,Gonzalez,Purchase,75,EDC,5,Silver
Javier,Flores De La O,Purchase,68,Minerpalooza,6,VIP
Ursela,Mermaid,Purchase,58,Drake Live,6,VIP
Lilo,Disney,Purchase,56,UTEP Wind Symphony 12,6,Bronze
Saul,Burns,Purchase,121,Miner Holiday Market,2,GA
Isai,Nino Morales,Purchase,56,UTEP Wind Symphony 12,6,Silver
Ximena,Apodaca,Purchase,59,Bad Bunny Live,5,VIP
Water,Bottle,Purchase,34,UTEP Basketball 21,5,Silver
First,Last,Purchase,82,UTEP Miners vs. North Texas (Basketball),4,Gold
Ariel,Disney,Purchase,121,Miner Holiday Market,2,GA
Gaston,Disney,Purchase,78,UTEP Miners vs. NMSU Aggies (Football),6,VIP
Christina,Perez,Purchase,37,UTEP Basketball 24,1,VIP
Daniel,Mejia,Purchase,120,Miner Philharmonic Strings,6,VIP
Sebastian,Marquez,Purchase,82,UTEP Miners vs. North Texas (Basketball),2,VIP
Emilio,Rojero,Purchase,54,UTEP Wind Symphony 10,6,GA
Urvi,Beltran,Purchase,36,UTEP Basketball 23,2,GA
Thiaxi,Melendez Cepeda,Purchase,7,UTEP Football 7,4,VIP
Donald,Duck,Purchase,53,UTEP Wind Symphony 9,6,VIP
Mickey,Mouse,Purchase,10,UTEP Football 10,5,Silver
Alondra,Tarango,Purchase,74,ACL 2,2,GA
Jason,Ortiz,Purchase,23,UTEP Basketball 10,4,Silver
Brian,Casio Iracheta,Purchase,22,UTEP Basketball 9,6,Bronze
Cia,Martin,Purchase,50,UTEP Wind Symphony 6,5,Silver
Alondra,Mariscal,Purchase,117,Metallica M72 World Tour,3,GA
James,Harden,Purchase,51,UTEP Wind Symphony 7,5,Silver
Fernando,Vargas,Purchase,54,UTEP Wind Symphony 10,4,VIP
Alondra,Gonzalez,Purchase,6,UTEP Football 6,4,VIP
Sebastian,Marquez,Purchase,44,UTEP Basketball 31,3,Gold
Angel,Bautista,Purchase,85,UTEP Miners vs. UTSA (Football),1,Silver
Jose,Ortiz Zarate,Purchase,90,UTEP Cultural Arts Festival,5,GA
Emiliano,Garcia,Purchase,97,Grupo Frontera Tour 2026,3,VIP
Kendra,Burton,Purchase,78,UTEP Miners vs. NMSU Aggies (Football),2,Gold
Isabela,Gaytan,Purchase,40,UTEP Basketball 27,4,Bronze
Brenden,Ucol,Purchase,8,UTEP Football 8,3,Silver
Frida,Pena,Purchase,32,UTEP Basketball 19,1,GA
Stitch,Disney,Purchase,114,Shakira World Tour 2026,6,Bronze
Goofy,Disney,Purchase,9,UTEP Football 9,6,Bronze
Julieta,Rodriguez,Purchase,120,Miner Philharmonic Strings,6,Silver
Deep,Learning,Purchase,79,Gloria Trevi Live in El Paso,5,Bronze
Stitch,Disney,Purchase,108,Miner Summer Bash,1,Bronze
Kaa,Disney,Purchase,71,UTEP Commencement 3,1,Bronze
Eloy,Perez Quinones,Purchase,38,UTEP Basketball 25,2,GA
Luis,Zepeda-Rodriguez,Purchase,80,UTEP Spring Music Fest,6,Silver
Stephen,Curry,Purchase,84,Miner Choir Holiday Gala,5,Silver
Donald,Duck,Purchase,2,UTEP Football 2,1,Bronze
Simba,Disney,Purchase,58,Drake Live,2,Silver
Denisse,Loya,Purchase,69,UTEP Commencement 1,2,VIP
Daniel,Reyes,Purchase,84,Miner Choir Holiday Gala,4,GA
Peter,Pan,Purchase,27,UTEP Basketball 14,2,Gold
Ximena,Apodaca,Purchase,92,UTEP Miners vs. SMU (Football),2,VIP
Belle,Disney,Purchase,120,Miner Philharmonic Strings,6,Gold
Jason,Durulo,Purchase,21,UTEP Basketball 8,3,GA
Emiliano,Garcia,Purchase,24,UTEP Basketball 11,1,GA
Malachi,Rosas,Purchase,39,UTEP Basketball 26,5,Gold
Emmanuel,Barraza-Villa,Purchase,70,UTEP Commencement 2,2,Bronze
JohnMichael,Betancourt,Purchase,118,UTEP Tech Expo,1,Gold
Denisse,Loya,Purchase,121,Miner Holiday Market,2,Bronze
Dale,Disney,Purchase,88,Coldplay: Viva La Vida Tour,2,VIP
Buzz,Lightyear,Purchase,1,UTEP Football 1,3,Bronze
Random,Name,Purchase,93,Miner Fest 2026,6,Bronze
Miguel,Renteria,Purchase,14,UTEP Basketball 1,1,Silver
Alondra,Gonzalez,Purchase,22,UTEP Basketball 9,1,VIP
Russel,Westbrook,Purchase,21,UTEP Basketball 8,6,Silver
Frida,Pena,Purchase,43,UTEP Basketball 30,5,VIP
Scar,Lion,Purchase,86,Los Ángeles Azules en Concierto,1,VIP
Alexa,Ramirez-Salinas,Purchase,116,UTEP Miners Women’s Soccer vs. NMSU,6,Gold
Prince,Eric,Purchase,12,UTEP Football 12,3,Silver
Alan,Villamil Cabrera,Purchase,39,UTEP Basketball 26,6,Bronze
Armando,Levario Alvarez,Purchase,60,Karol G Live,5,VIP
Jafar,Aladdin,Purchase,16,UTEP Basketball 3,6,Bronze
Emilio,Rojero,Purchase,38,UTEP Basketball 25,6,Gold
Abigail,Galarza,Purchase,51,UTEP Wind Symphony 7,2,Bronze
Sports,Fan,Purchase,83,UTEP Fiesta Latina,4,Silver
Russel,Westbrook,Purchase,16,UTEP Basketball 3,2,GA
Javier,Flores De La O,Purchase,63,Shakira Live,3,GA
Maria,Duron,Purchase,88,Coldplay: Viva La Vida Tour,3,Silver
Deep,Learning,Purchase,63,Shakira Live,4,VIP
Brian,Casio Iracheta,Purchase,107,The Weeknd: After Hours Til Dawn Tour,5,Silver
Aadvika,Pandey,Purchase,80,UTEP Spring Music Fest,4,VIP
Zachary,Carrejo,Purchase,3,UTEP Football 3,3,Silver
Chip,Disney,Purchase,59,Bad Bunny Live,5,Bronze
Zachary,Carrejo,Purchase,62,Olivia Rodrigo Live,6,GA
Emiliano,Huerta,Purchase,120,Miner Philharmonic Strings,3,VIP
Brenden,Ucol,Purchase,1,UTEP Football 1,2,GA
Prince,Eric,Purchase,75,EDC,4,Bronze
Alexa,Ramirez-Salinas,Purchase,36,UTEP Basketball 23,2,GA
Water,Bottle,Purchase,47,UTEP Wind Symphony 3,3,VIP
Adrian,Sifuentes,Purchase,90,UTEP Cultural Arts Festival,5,VIP
Ursela,Mermaid,Purchase,36,UTEP Basketball 23,2,Silver
Gaston,Disney,Purchase,89,UTEP Miners Volleyball vs. Rice,1,Gold
Avery,Whittman,Purchase,66,Coachella 2,2,GA
James,Harden,Purchase,30,UTEP Basketball 17,1,Silver
Pinocchio,Disney,Purchase,20,UTEP Basketball 7,5,Bronze
Armando,Levario Alvarez,Purchase,44,UTEP Basketball 31,3,GA
Aadvika,Pandey,Purchase,99,Ed Sheeran Mathematics Tour,4,Silver
Jafar,Aladdin,Purchase,119,UTEP Miners vs. UT Arlington (Basketball),5,GA
Emiliano,Huerta,Purchase,111,UTEP Miner Farmers Market,1,VIP
Beast,Disney,Purchase,7,UTEP Football 7,6,Silver
Emilio,Rojero,Purchase,61,RBD Live,5,GA
Beast,Disney,Purchase,32,UTEP Basketball 19,4,Bronze
Daniel,Montellano Pinon,Purchase,16,UTEP Basketball 3,5,Bronze
Beast,Disney,Purchase,72,UTEP Commencement 3,6,Gold
Machine,Learning,Purchase,90,UTEP Cultural Arts Festival,4,GA
Buzz,Lightyear,Purchase,48,UTEP Wind Symphony 4,6,VIP
Shere,Khan,Purchase,45,UTEP Wind Symphony 1,5,VIP
Fatima,Ortiz,Purchase,106,UTEP Alumni Band Reunion Concert,1,VIP
Goofy,Disney,Purchase,89,UTEP Miners Volleyball vs. Rice,4,Bronze
Minnie,Mouse,Purchase,64,Justin Timberlake Live,6,Gold
Isabela,Gaytan,Purchase,87,Miner Food & Brew Festival,1,GA
Evil,Queen,Purchase,7,UTEP Football 7,1,Gold
Oliver,Garcia Camarena,Purchase,37,UTEP Basketball 24,4,Silver
Kaa,Disney,Purchase,106,UTEP Alumni Band Reunion Concert,4,VIP
Daniel,Cardenas,Purchase,41,UTEP Basketball 28,6,GA
Pluto,Disney,Purchase,100,UTEP Miner Cook-Off,4,Gold
Fernando,Vargas,Purchase,11,UTEP Football 11,1,VIP
Ursela,Mermaid,Purchase,75,EDC,5,Bronze
Sabina,Sosa,Purchase,71,UTEP Commencement 3,4,VIP
Patty,Martinez,Purchase,119,UTEP Miners vs. UT Arlington (Basketball),5,Bronze
Evelyn,Fang,Purchase,112,Imagine Dragons Live,3,Bronze
Luis,Zepeda-Rodriguez,Purchase,86,Los Ángeles Azules en Concierto,5,Gold
Tom,Holland,Purchase,86,Los Ángeles Azules en Concierto,3,Gold
Gaston,Disney,Purchase,13,UTEP Football 13,5,VIP
Kid,Rock,Purchase,89,UTEP Miners Volleyball vs. Rice,2,Gold
Estefania,Fernadez,Purchase,24,UTEP Basketball 11,5,Silver
Alejandro,Solano,Purchase,108,Miner Summer Bash,3,Gold
Luis,Miguel,Purchase,37,UTEP Basketball 24,6,Bronze
Michael,Close,Purchase,82,UTEP Miners vs. North Texas (Basketball),4,Gold
Dak,Prescot,Purchase,91,Bruno Mars 24K Magic Live,5,GA
Maurizio,Gonzalez,Purchase,78,UTEP Miners vs. NMSU Aggies (Football),5,Bronze
Abigail,Galarza,Purchase,8,UTEP Football 8,1,Bronze
Alondra,Gonzalez,Purchase,22,UTEP Basketball 9,6,Gold
Water,Bottle,Purchase,10,UTEP Football 10,6,Bronze
Emily,Fernandez,Purchase,110,Banda MS Tour 2026,3,Bronze
Ximena,Apodaca,Purchase,45,UTEP Wind Symphony 1,3,Gold
Draymond,Green,Purchase,106,UTEP Alumni Band Reunion Concert,1,Bronze
Aladdin,Disney,Purchase,32,UTEP Basketball 19,1,GA
Goofy,Disney,Purchase,27,UTEP Basketball 14,3,Bronze
Sam,Alderete,Purchase,64,Justin Timberlake Live,2,Bronze
Evil,Queen,Purchase,25,UTEP Basketball 12,2,Gold
Pinocchio,Disney,Purchase,20,UTEP Basketball 7,1,GA
Miranda,Macias,Purchase,92,UTEP Miners vs. SMU (Football),1,Gold
Anisa,Hyder,Purchase,34,UTEP Basketball 21,1,GA
Daniel,Mejia,Purchase,108,Miner Summer Bash,3,Gold
Goofy,Disney,Purchase,30,UTEP Basketball 17,2,Bronze
Pablo,Escobar,Purchase,58,Drake Live,3,Gold
Isabel,Quinones,Purchase,40,UTEP Basketball 27,3,VIP
Alex,Marquez,Purchase,100,UTEP Miner Cook-Off,6,Silver
Pinocchio,Disney,Purchase,57,Taylor Swift Live,5,Silver
Anisa,Hyder,Purchase,118,UTEP Tech Expo,3,Silver
Emmanuel,Barraza-Villa,Purchase,11,UTEP Football 11,1,Gold
Victoria,Lopez,Purchase,39,UTEP Basketball 26,2,Bronze
First,Last,Purchase,25,UTEP Basketball 12,5,VIP
Ximena,Apodaca,Purchase,69,UTEP Commencement 1,5,Bronze
Isabela,Gaytan,Purchase,74,ACL 2,6,Silver
Andrea,Villa,Purchase,83,UTEP Fiesta Latina,4,Gold
Brenden,Ucol,Purchase,102,UTEP Spring Carnival,6,Silver
Emiliano,Garcia,Purchase,76,Lollapallooza,1,Bronze
Brian,Casio Iracheta,Purchase,68,Minerpalooza,3,Silver
David,Bai,Purchase,95,UTEP Miners vs. Louisiana Tech (Basketball),3,GA
Cinderella,Disney,Purchase,77,UTEP Symphony Spring Concert,3,Gold
Lucas,Esquivel,Purchase,81,UTEP Jazz Ensemble Night,1,Bronze
Alexa,Ramirez-Salinas,Purchase,51,UTEP Wind Symphony 7,3,Silver
Ariel,Disney,Purchase,25,UTEP Basketball 12,4,VIP
Lebron,James,Purchase,115,UTEP Miner Film Fest,1,Bronze
Ximena,Apodaca,Purchase,12,UTEP Football 12,2,Gold
Zachary,Carrejo,Purchase,104,UTEP Miners vs. Liberty (Football),3,GA
Machine,Learning,Purchase,64,Justin Timberlake Live,4,VIP
Emiliano,Garcia,Purchase,8,UTEP Football 8,1,Bronze
Buzz,Lightyear,Purchase,83,UTEP Fiesta Latina,3,Bronze
Carlos,Marin,Purchase,107,The Weeknd: After Hours Til Dawn Tour,5,Gold
Sam,Alderete,Purchase,108,Miner Summer Bash,1,VIP
Pinocchio,Disney,Purchase,78,UTEP Miners vs. NMSU Aggies (Football),1,Bronze
Simba,Disney,Purchase,47,UTEP Wind Symphony 3,2,Bronze
Vera,Wang,Purchase,111,UTEP Miner Farmers Market,1,Silver
James,Harden,Purchase,41,UTEP Basketball 28,2,Silver
Russel,Westbrook,Purchase,9,UTEP Football 9,5,GA
Anthony,Casillas,Purchase,67,ACL,1,Bronze
Jonathan,Gomez,Purchase,67,ACL,2,VIP
Sam,Dominguez-Flores,Purchase,27,UTEP Basketball 14,1,VIP
Emiliano,Garcia,Purchase,76,Lollapallooza,1,Gold
Kevin,Ayala Vilchis,Purchase,40,UTEP Basketball 27,1,GA
Carlo,Alonso,Purchase,70,UTEP Commencement 2,4,Bronze
Beast,Disney,Purchase,119,UTEP Miners vs. UT Arlington (Basketball),1,Bronze
Alireza,Nouri,Purchase,33,UTEP Basketball 20,3,Silver
Matthieu,Enriquez,Purchase,8,UTEP Football 8,5,GA
Daniel,Mejia,Purchase,17,UTEP Basketball 4,4,Gold
Frida,Pena,Purchase,46,UTEP Wind Symphony 2,6,Silver
Simba,King,Purchase,94,Post Malone World Tour,6,Gold
Donald,Duck,Purchase,89,UTEP Miners Volleyball vs. Rice,3,VIP
Jesus,Munoz,Purchase,60,Karol G Live,6,VIP
Daniel,Morales,Purchase,18,UTEP Basketball 5,3,VIP
Russel,Westbrook,Purchase,28,UTEP Basketball 15,4,GA
Cruella,DeVil,Purchase,70,UTEP Commencement 2,1,VIP
Carlos,Marin,Purchase,103,Maná México Lindo Tour,1,GA
Christina,Perez,Purchase,113,UTEP Miners vs. UAB (Football),3,GA
Emily,Fernandez,Purchase,39,UTEP Basketball 26,4,Gold
Alexa,Ramirez-Salinas,Purchase,118,UTEP Tech Expo,2,Gold
Andrea,Villa,Purchase,52,UTEP Wind Symphony 8,4,Gold
Buzz,Lightyear,Purchase,41,UTEP Basketball 28,5,Silver
Jason,Ortiz,Purchase,51,UTEP Wind Symphony 7,2,Bronze
Brenden,Ucol,Purchase,57,Taylor Swift Live,2,VIP
Maria,Duron,Purchase,88,Coldplay: Viva La Vida Tour,2,Silver
Jafar,Aladdin,Purchase,43,UTEP Basketball 30,3,VIP
Sofia,Vergara,Purchase,58,Drake Live,4,Silver
Simba,King,Purchase,9,UTEP Football 9,4,VIP
Estefania,Fernadez,Purchase,117,Metallica M72 World Tour,2,Bronze
Gael,Argumedo,Purchase,72,UTEP Commencement 3,4,GA
Burger,King,Purchase,101,UTEP Miners vs. Western Kentucky (Basketball),6,Silver
Jasmine,Disney,Purchase,72,UTEP Commencement 3,1,VIP
Jairo,Ruvalcaba,Purchase,104,UTEP Miners vs. Liberty (Football),1,Bronze
Malachi,Rosas,Purchase,89,UTEP Miners Volleyball vs. Rice,3,VIP
Buzz,Lightyear,Purchase,88,Coldplay: Viva La Vida Tour,2,Bronze
Gaston,Disney,Purchase,79,Gloria Trevi Live in El Paso,6,VIP
Emmanuel,Barraza-Villa,Purchase,5,UTEP Football 5,3,Silver
Stephen,Curry,Purchase,37,UTEP Basketball 24,4,Gold
Luis,Zepeda-Rodriguez,Purchase,117,Metallica M72 World Tour,1,Silver
Jake,Mayers,Purchase,49,UTEP Wind Symphony 5,6,GA
Pablo,Escobar,Purchase,82,UTEP Miners vs. North Texas (Basketball),5,GA
Shere,Khan,Purchase,64,Justin Timberlake Live,5,VIP
Anisa,Hyder,Purchase,119,UTEP Miners vs. UT Arlington (Basketball),2,Bronze
Sofia,Vergara,Purchase,42,UTEP Basketball 29,5,Silver
Julieta,Rodriguez,Purchase,11,UTEP Football 11,2,Silver
Brian,Casio Iracheta,Purchase,13,UTEP Football 13,3,VIP
Daniel,Morales,Purchase,11,UTEP Football 11,6,Bronze
Alan,Villamil Cabrera,Purchase,13,UTEP Football 13,3,Silver
Alondra,Gonzalez,Purchase,107,The Weeknd: After Hours Til Dawn Tour,3,Bronze
Carlos,Marin,Purchase,77,UTEP Symphony Spring Concert,6,Gold
Ximena,Apodaca,Purchase,85,UTEP Miners vs. UTSA (Football),5,Silver
Captaiin,Hook,Purchase,82,UTEP Miners vs. North Texas (Basketball),1,Bronze
Isabel,Quinones,Purchase,103,Maná México Lindo Tour,3,GA
Jafar,Aladdin,Purchase,6,UTEP Football 6,2,VIP
Isai,Nino Morales,Purchase,71,UTEP Commencement 3,4,Gold
Frida,Pena,Purchase,80,UTEP Spring Music Fest,2,Gold
Matthieu,Enriquez,Purchase,52,UTEP Wind Symphony 8,2,Bronze
Sabina,Sosa,Purchase,66,Coachella 2,1,VIP
Hercules,Disney,Purchase,105,Miner Lights Winter Fest,4,Gold
